smiles,mol_id,NR-AR,NR-AR-LBD,NR-AhR,NR-Aromatase,NR-ER,NR-ER-LBD,NR-PPAR-gamma,SR-ARE,SR-ATAD5,SR-HSE,SR-MMP,SR-p53,MW,LogP,HBD,HBA,TPSA
O=C([O-])COc1ccc(Cl)cc1Cl,TOX7496,0,0,0,0,0,0,0,0,0,0,0,0,220.031,1.1221,0,3,49.36
CCCCCCCCCCCCCC[N+](C)(C)C,TOX21289,0,,0,,,0,,1,0,,1,,256.498,5.3937,0,0,0
CC(C)(N=C=O)c1cccc(C(C)(C)N=C=O)c1,TOX7498,0,0,0,0,,0,0,0,0,0,0,0,244.294,2.8284,0,4,58.86
CCO[Si](CCCNC(N)=O)(OCC)OCC,TOX24493,0,0,0,0,0,0,0,0,0,0,0,0,264.398,1.0932,2,4,82.81
COC(=O)c1sccc1S(N)(=O)=O,TOX24490,0,0,0,0,0,0,0,0,0,0,0,0,221.259,0.1821,1,5,86.46
NC(=O)CN1CCCC1=O,TOX24491,0,0,0,0,0,0,0,0,0,0,0,0,142.158,-0.9059,1,2,63.4
O=C(c1ccccc1)c1ccc(O)c(O)c1O,TOX17728,0,0,,0,1,1,0,,0,0,1,0,230.219,2.0344,3,4,77.76
CCCCCOC(=O)CCCCC,TOX27581,0,0,0,0,0,0,0,,0,0,0,0,186.295,3.3001,0,2,26.3
Oc1cccc(O)c1,TOX1238,0,0,0,0,0,0,0,0,0,0,0,0,110.112,1.0978,2,2,40.46
CCCCCCOC(=O)CC,TOX27582,0,0,0,0,0,0,0,0,0,0,0,0,158.241,2.5199,0,2,26.3
CC/C=C\CCOC(=O)C(C)C,TOX27585,0,0,0,0,0,0,0,0,0,0,0,0,170.252,2.5419,0,2,26.3
CCCCCC(=O)OCCc1ccccc1,TOX27584,0,0,0,0,0,0,0,0,0,0,0,0,220.312,3.3526,0,2,26.3
CC/C=C\CCCCCO,TOX27587,0,0,0,0,,0,0,0,0,0,0,0,142.242,2.5053,1,1,20.23
CCCCCc1cccc(=O)o1,TOX27589,0,0,0,0,0,0,0,1,0,0,0,0,166.22,2.3725,0,2,30.21
O=C([O-])c1ccccc1-c1c2cc(I)c(=O)c(I)c-2oc2c(I)c([O-])c(I)cc12,TOX1233,0,0,0,,,0,0,0,0,,,0,833.879,4.4203,0,5,93.4
Cc1cc(C)c(/N=N/c2c(O)c(S(=O)(=O)[O-])cc3cc(S(=O)(=O)[O-])ccc23)cc1C,TOX1231,0,0,0,0,0,0,0,0,0,0,0,0,448.478,3.69426,1,9,159.35
COC(=O)[C@H]1[C@H]2C[C@@H]3c4[nH]c5cc(OC)ccc5c4CCN3C[C@H]2C[C@@H](OC(=O)c2cc(OC)c(OC)c(OC)c2)[C@@H]1OC,TOX1237,0,0,1,1,,1,,0,0,0,1,0,608.688,4.1711,1,10,117.78
COc1ccc2cc3[n+](cc2c1OC)CCc1cc2c(cc1-3)OCO2,TOX4602,0,0,1,,,0,0,1,0,0,1,1,336.367,3.0963,0,4,40.8
CCN(CC)c1cc2[o+]c3cc(N(CC)CC)c(C)cc3c(-c3ccc(S(=O)(=O)[O-])cc3S(=O)(=O)[O-])c2cc1C,TOX1235,0,0,0,,,0,0,0,0,0,,0,585.724,5.65154,0,8,132.18
CC[N+](C)(CC)CC,TOX24498,0,0,0,0,0,0,0,0,0,0,,0,116.228,1.4927,0,0,0
O=C(NS(=O)(=O)/C=C/c1cccs1)c1ccc(F)cc1Br,TOX28492,0,0,0,0,1,,,0,1,0,,1,390.255,3.3802,1,4,63.24
CN1C(=O)N(c2ccccc2Br)Cc2cnc(Nc3ccc4c(c3)OCC(CO)O4)nc21,TOX28493,0,0,,,,,,,,,,1,498.337,3.6912,2,7,100.05
O=C([N-]S(=O)(=O)/C=C/c1ccccc1)c1ccc(F)cc1Cl,TOX28490,0,0,0,,,0,,,1,0,,1,338.767,3.9937,0,3,65.31
CCN(CC)C(=O)c1cc(S(=O)(=O)Cc2ccccc2)c(N2CCC(c3ccccc3)CC2)cc1N(CC)CCN(C)C,TOX28496,0,0,0,,0,0,0,,0,0,,,604.861,5.9144,0,6,64.17
CS(=O)(=O)c1ccc([C@@H](C[C@H]2CCC(=O)C2)C(=O)Nc2cnccn2)cc1Cl,TOX28494,0,0,,0,0,0,0,,0,0,0,0,421.906,3.0151,1,6,106.09
CCCC[C@H]1CN(CC2CCOCC2)C(=O)OC12CCN(C1(C)CCN(C(=O)c3c(C)ncnc3C)CC1)CC2,TOX28495,0,0,0,0,0,0,0,0,0,0,0,0,555.764,4.60794,0,7,88.1
O=C1C(Cl)C(CCl)CN1c1cccc(C(F)(F)F)c1,TOX21987,0,0,1,0,0,0,0,1,0,0,0,0,312.118,3.5144,0,1,20.31
CN(C)[C@@H]1C(O)=C(C(N)=O)C(=O)[C@@]2(O)C(O)=C3C(=O)c4c(O)cccc4[C@@](C)(O)[C@H]3[C@H](O)[C@@H]12,TOX1097,0,0,0,0,0,0,0,0,0,0,0,0,460.439,-1.2436,7,10,201.85
Nc1ccc(Oc2ccc(N)cc2)cc1,TOX1094,0,0,1,1,0,0,0,0,0,0,0,0,200.241,2.6433,2,3,61.27
CCOC(=O)COC(=O)c1cc(Oc2ccc(C(F)(F)F)cc2Cl)ccc1[N+](=O)[O-],TOX21983,0,,0,1,,0,0,0,0,0,,0,447.749,4.7792,0,7,104.97
C=CCOc1ccccc1OCC(O)CNC(C)C,TOX1093,0,0,0,0,0,0,0,0,0,0,,0,265.353,1.9891,2,4,50.72
O=C(O)CF,TOX21981,0,0,0,0,,0,0,0,0,0,0,0,78.042,0.0405,1,1,37.3
CCCN1C[C@H](CSC)C[C@@H]2c3cccc4[nH]cc(c34)C[C@H]21,TOX20583,0,0,,0,,0,0,0,0,0,0,0,314.498,4.2711,1,2,19.03
CN1C(C(=O)Nc2ccccn2)C(=O)c2sc(Cl)cc2S1(=O)=O,TOX26133,0,,0,0,0,0,0,,0,,1,0,371.827,1.6206,1,6,96.44
O=C1CCCCCCCCCCCCCCO1,TOX24359,0,0,0,0,0,0,0,0,0,0,0,0,240.387,4.6145,0,2,26.3
COc1ccc(C2NC(=S)N3C(c4ccc(OC)c(OC)c4)NC(=S)N23)cc1OC,TOX28678,0,,,,0,0,0,,0,,0,0,446.554,2.7136,2,6,67.46
C[N+](C)(CCCCCC[N+](C)(C)C1c2ccccc2-c2ccccc21)C1c2ccccc2-c2ccccc21,TOX28679,0,0,0,0,0,0,0,,0,,0,0,502.746,8.2396,0,0,0
c1ccc(CNCc2ccccc2)cc1,TOX24355,0,0,0,,0,0,0,0,0,0,,0,197.281,2.9764,1,1,12.03
COc1cc2[nH]c(C)c(CCN3CCN(c4ccccc4)CC3)c2cc1OC,TOX28677,0,0,0,0,0,0,0,,0,,0,0,379.504,3.85822,1,4,40.73
C/N=C(\NC)NCc1ccccc1.C/N=C(\NC)NCc1ccccc1,TOX28674,0,0,0,0,,0,0,,0,,0,0,354.502,1.9628,4,2,72.84
OCCNCc1ccccc1,TOX24356,0,0,0,0,0,0,0,0,0,0,0,0,151.209,0.7685,2,2,32.26
O=C(Nc1ccc(S(=O)(=O)N2CCOCC2)cc1)c1cc(Cl)ccc1NS(=O)(=O)c1ccc(Cl)s1,TOX28672,0,0,0,0,0,0,0,,0,,,1,576.505,4.1289,2,7,121.88
CN[C@@]1(c2ccccc2Cl)CCCCC1=O,TOX28673,0,0,0,0,0,0,0,,0,,0,0,237.73,2.8978,1,2,29.1
ClCCN(CCCl)CCCl,TOX28670,0,0,0,0,0,0,0,1,0,0,0,1,204.528,2.0048,0,1,3.24
COC(=O)Cc1ccccc1,TOX24352,0,0,0,0,0,0,0,0,0,0,0,0,150.177,1.4021,0,2,26.3
CCCCCC[n+]1ccccc1,TOX27910,0,0,0,0,,0,0,1,0,0,,,164.272,2.5544,0,0,3.88
CO/N=C(\C(=O)N[C@@H]1C(=O)N2C(C(=O)O)=C(CSc3nnnn3C)CS[C@H]12)c1csc(N)n1.CO/N=C(\C(=O)N[C@@H]1C(=O)N2C(C(=O)O)=C(CSc3nnnn3C)CS[C@H]12)c1csc(N)n1,TOX26646,0,0,0,0,0,0,0,,0,,,0,1023.142,-1.7396,6,28,381.62
CC[N+]1(C)CCCC1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,TOX27916,0,0,0,0,0,0,0,0,0,0,,0,394.359,2.306,0,4,82.38
CC[N+]1(C)CCCC1,TOX29306,0,0,0,0,0,0,0,0,0,0,0,0,114.212,1.2467,0,0,0
CCCC[N+]1(C)CCCC1,TOX11460,0,0,0,0,0,0,0,0,0,0,0,0,142.266,2.0269,0,0,0
CCCC[N+]1(C)CCCC1.N#CN=C=[N-],TOX27915,0,0,,0,,0,,0,0,0,0,0,208.309,2.23768,0,2,58.45
C/C(=C(\CCOC(=O)C(C)C)SS/C(CCOC(=O)C(C)C)=C(/C)N(C=O)Cc1cnc(C)nc1N)N(C=O)Cc1cnc(C)nc1N,TOX26641,,,,,,,,0,,0,,,702.904,4.68784,2,14,196.82
CCC[N+]1(C)CCCC1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,TOX27918,0,0,0,0,0,0,0,0,0,0,,0,408.386,2.6961,0,4,82.38
CCCCCCCCn1cc[n+](C)c1.F[B-](F)(F)F,TOX27919,0,0,0,1,,,0,1,,0,1,,282.134,3.9731,0,1,8.81
O=S(=O)(O)c1cc(I)c(O)c2ncccc12,TOX26136,0,0,,0,0,0,0,,0,0,0,0,351.121,1.7917,2,4,87.49
CCCCCCCCCCCCCC/C(O)=N\C(CO)CCCCCCCCCCCCCC,TOX29346,0,0,0,0,0,0,0,0,0,0,0,0,481.85,10.4862,2,2,52.82
CO[C@@]1(NC(=O)C2SC(=C(C(N)=O)C(=O)O)S2)C(=O)N2C(C(=O)O)=C(CSc3nnnn3C)CS[C@@H]21,TOX2762,0,0,0,0,0,0,0,,0,,0,0,575.632,-1.3975,4,14,219.93
CO[C@@]1(NC(=O)Cc2cccs2)C(=O)N2C(C(=O)O)=C(COC(N)=O)CS[C@@H]21,TOX2764,0,0,0,0,0,0,0,0,0,0,0,0,427.46,0.0986,3,8,148.26
CN1CCC(=C2c3ccccc3CCc3sccc32)CC1,TOX3490,0,,0,0,,0,0,,0,0,,0,295.451,4.3742,0,2,3.24
CO[C@H](C(=O)[C@@H](O)[C@@H](C)O)C1Cc2cc3cc(O[C@H]4C[C@@H](O[C@H]5C[C@@H](O)[C@H](O)[C@@H](C)O5)[C@@H](O)[C@@H](C)O4)c(C)c(O)c3c(O)c2C(=O)[C@H]1O[C@H]1C[C@@H](O[C@H]2C[C@@H](O[C@H]3C[C@](C)(O)[C@H](O)[C@@H](C)O3)[C@H](O)[C@@H](C)O2)[C@H](O)[C@@H](C)O1,TOX3492,0,,,1,,0,,,0,,1,1,1085.156,-0.24928,11,24,358.2
C[n+]1ccccc1/C=N/O,TOX3495,0,0,0,0,0,0,0,0,0,0,0,0,137.162,0.3192,1,2,36.47
CCCN[C@H]1CCc2nc(N)sc2C1,TOX24227,0,0,0,0,0,0,0,0,0,0,0,0,211.334,1.5822,2,4,50.94
CC(C(=O)O)c1ccc2c(c1)Cc1cccnc1O2,TOX3497,0,,0,0,0,0,0,0,0,0,0,0,255.273,2.9662,1,3,59.42
O=C(Cl)CCl,TOX6472,0,0,0,0,0,0,0,,0,0,0,0,112.943,0.9906,0,1,17.07
CC(=O)Nc1nnc(S(N)(=O)=O)s1,TOX2544,0,0,0,0,0,0,0,0,0,0,0,0,222.251,-0.8561,2,6,115.04
CC(=O)NO,TOX2546,,,,,,,,0,,0,,,75.067,-0.4883,2,2,49.33
CC(=O)CC(c1ccc([N+](=O)[O-])cc1)c1c(O)c2ccccc2oc1=O,TOX2541,0,0,0,0,0,0,,0,0,0,1,0,353.33,3.5178,1,6,110.65
COc1ccc2c(c1)c(CC(=O)OCC(=O)O)c(C)n2C(=O)c1ccc(Cl)cc1,TOX2540,0,0,0,0,0,0,,0,0,0,,0,415.829,3.47052,1,6,94.83
CC(=O)Nc1ccccc1,TOX2543,0,0,0,0,0,0,0,0,0,0,0,0,135.166,1.645,1,1,29.1
CC1=C2N=C(C=C3N=C(C(C)=C4[C@@H](CCC(N)=O)[C@](C)(CC(N)=O)[C@](C)([C@@H]5N=C1[C@](C)(CCC(=O)NC[C@@H](C)OP(=O)([O-])O[C@@H]1[C@@H](CO)O[C@H](n6cnc7cc(C)c(C)cc76)[C@@H]1O)[C@H]5CC(N)=O)N4[Co+]C#N)[C@@](C)(CC(N)=O)[C@@H]3CCC(N)=O)C(C)(C)[C@@H]2CCC(N)=O,TOX24346,0,0,0,0,0,0,0,0,,0,0,0,1355.388,2.72222,9,21,477.85
CCNc1cc(O)ccc1C,TOX5269,0,0,1,0,0,0,0,,0,0,,0,151.209,2.13242,2,2,32.26
CC(C)C(C(=O)OC(C#N)c1cccc(Oc2ccccc2)c1)c1ccc(Cl)cc1,TOX621,0,0,0,,1,0,0,0,0,,1,0,419.908,6.67998,0,4,59.32
COP(=S)(OC)Oc1ccc(SC)c(C)c1,TOX620,0,0,1,0,1,0,0,0,0,0,0,0,278.335,3.61302,0,5,27.69
[Fe+3],TOX622,0,0,0,0,0,0,0,0,0,0,0,0,55.845,-0.0025,0,0,0
CC(C)(C)NC(=O)[C@H]1CC[C@H]2[C@@H]3CC[C@H]4NC(=O)C=C[C@]4(C)[C@H]3CC[C@]12C,TOX625,0,0,0,0,0,0,0,1,0,0,0,0,372.553,3.8145,2,2,58.2
CN(C)C(=S)[S-].CN(C)C(=S)[S-].CN(C)C(=S)[S-].[Fe+3],TOX624,0,,,,,0,,,,1,,0,416.511,1.1369,0,6,9.72
OC(Cn1cncn1)(Cn1cncn1)c1ccc(F)cc1F,TOX627,0,0,0,0,0,0,0,0,0,0,0,0,306.276,0.7358,1,7,81.65
O=C(NCC1CCCCN1)c1cc(OCC(F)(F)F)ccc1OCC(F)(F)F,TOX3054,0,0,0,0,0,0,0,0,0,0,0,0,414.346,3.4407,2,4,59.59
O=C(Nc1ccc2c(c1)Cc1ccccc1-2)C(F)(F)F,TOX629,0,0,1,,,0,0,,0,0,,0,277.245,3.7586,1,1,29.1
CN(C)C(=O)Nc1cccc(C(F)(F)F)c1,TOX628,0,0,0,0,0,0,0,0,0,0,0,0,232.205,2.7989,1,1,32.34
CS/C(C)=N/OC(=O)N(C)SN(C)C(=O)O/N=C(\C)SC,TOX12578,0,0,0,,0,0,0,,0,,0,,354.479,3.0792,0,9,83.8
CCCCOCCOC(=O)COc1nc(Cl)c(Cl)cc1Cl,TOX12579,0,0,0,0,0,0,0,0,0,0,,0,356.633,3.7805,0,5,57.65
Cc1c(F)c(F)c(COC(=O)C2C(/C=C(\Cl)C(F)(F)F)C2(C)C)c(F)c1F,TOX12577,0,0,0,0,0,0,0,0,0,0,,0,418.736,5.55182,0,2,26.3
C#CCC1=C(C)[C@H](OC(=O)[C@H]2[C@H](C=C(C)C)C2(C)C)CC1=O,TOX12572,0,0,0,,,0,,,0,,,0,300.398,3.4492,0,3,43.37
CC(C)(C)c1ccc(CSc2cnn(C(C)(C)C)c(=O)c2Cl)cc1,TOX12573,0,,0,1,,,,1,0,0,1,,364.942,5.2415,0,4,34.89
CCCCOC(=O)c1ccccc1C(=O)OCC(CC)CCCC,TOX6519,0,0,0,0,0,0,,0,0,0,,,334.456,5.0167,0,4,52.6
Cc1c(Cl)cccc1Nc1ccccc1C(=O)O,TOX25409,0,,0,0,0,0,,1,0,0,1,1,261.708,4.09022,2,2,49.33
CCCCCCCCCCOC(=O)c1ccccc1C(=O)OCCCCCCCCCC,TOX6512,0,0,0,0,0,0,,0,0,0,0,0,446.672,8.2816,0,4,52.6
O=C1NC(=O)C2CC=CCC12,TOX6513,0,0,0,0,0,0,0,0,0,0,0,0,151.165,0.2252,1,2,46.17
C[C@H]1c2cccc(O)c2C(=O)C2=C(O)[C@]3(O)C(=O)C(C(N)=O)=C(O)[C@@H](N(C)C)[C@@H]3[C@@H](O)[C@@H]21,TOX25405,0,0,0,0,0,0,0,,0,0,0,0,444.44,-0.3476,6,9,181.62
O=C1OC(=O)C2CC=CCC12,TOX6516,0,0,0,0,0,0,0,0,0,0,0,0,152.149,0.6522,0,3,43.37
O=C1NC(=O)c2ccccc21,TOX6514,0,0,0,0,0,0,0,0,0,0,0,0,147.133,0.5702,1,2,46.17
O=C1OC(=O)C2CCCCC12,TOX6515,0,0,0,0,0,0,0,0,0,0,0,0,154.165,0.8762,0,3,43.37
C#CCN1CC(=O)N(COC(=O)[C@@H]2[C@@H](C=C(C)C)C2(C)C)C1=O,TOX14669,0,0,0,0,0,0,0,,0,,0,0,318.373,1.6229,0,4,66.92
C=CCOC(Cn1ccnc1)c1ccc(Cl)cc1Cl,TOX4151,0,,1,1,,0,0,,0,1,,1,297.185,4.1338,0,3,27.05
COCc1cnc(C2=NC(C)(C(C)C)C(=O)N2)c(C(=O)O)c1,TOX14664,0,0,0,0,0,0,0,0,0,0,0,0,305.334,1.2173,2,5,100.88
CC(C)C1(C)N=C(c2ncccc2C(=O)O)NC1=O,TOX14665,0,0,0,0,0,0,0,0,0,0,0,0,261.281,1.0709,2,4,91.65
CCBr,TOX199,0,0,0,0,0,0,0,0,0,0,0,0,108.966,1.4012,0,0,0
ClC(Cl)Br,TOX198,,,0,0,,0,0,0,0,0,0,0,163.829,2.1425,0,0,0
O=[N+]([O-])c1cc(N(CCO)CCO)ccc1NCCO,TOX193,0,0,0,,0,0,0,0,0,1,1,0,285.3,-0.21,4,7,119.1
O=C1/C(=C2\Nc3ccc(S(=O)(=O)[O-])cc3C2=O)Nc2ccc(S(=O)(=O)[O-])cc21,TOX190,0,0,0,0,0,0,0,0,0,0,0,0,420.38,0.623,2,10,172.6
CC(C)C[C@H]1C(=O)N2CCC[C@H]2[C@]2(O)O[C@](NC(=O)[C@@H]3C=C4c5cccc6[nH]c(Br)c(c56)C[C@H]4N(C)C3)(C(C)C)C(=O)N12,TOX197,0,0,0,1,0,0,,1,,0,1,0,654.606,3.1928,3,6,118.21
OB(O)O,TOX194,0,0,0,0,0,0,0,0,0,0,0,0,61.833,-2.0518,3,3,60.69
C[C@@H](O)[C@H]1C(=O)N2C(C(=O)O)=C(SCCNC=N)C[C@H]12,TOX3143,0,0,0,0,0,0,0,0,0,0,0,0,299.352,-0.17603,4,5,113.72
Nc1ccc(S(=O)(=O)Nc2cnc3ccccc3n2)cc1,TOX22424,1,0,0,0,0,0,0,0,0,0,0,0,300.343,2.0128,2,5,97.97
O[C@H]1[C@H](O)[C@@H](O)[C@H](O)[C@@H](O)[C@H]1O,TOX3146,0,0,0,0,0,0,0,0,0,0,,0,180.156,-3.8346,6,6,121.38
O=C(O)[C@H](O)[C@@H](O)C(=O)O,TOX3632,0,0,0,0,0,0,0,0,0,0,0,0,150.086,-2.1226,4,4,115.06
CC1(C)C(/C=C\C=C/C=C\C=C2\N(CCCCS(=O)(=O)[O-])c3ccc4ccccc4c3C2(C)C)=[N+](CCCCS(=O)(=O)[O-])c2ccc3ccccc3c21,TOX3145,0,,,0,0,0,0,,0,,,0,751.991,8.3703,0,7,120.65
CNC(=O)c1c(I)c(NC(=O)CCCCC(=O)Nc2c(I)c(C(=O)O)c(I)c(C(=O)NC)c2I)c(I)c(C(=O)O)c1I,TOX3148,,,,,,,,0,,0,,,1253.868,5.5674,6,6,191
CC(=O)N(CC(C)C(=O)O)c1c(I)cc(I)c(N)c1I,TOX3149,0,0,0,0,0,0,0,,0,,,0,613.959,3.1562,2,3,83.63
COc1cc([C@@H]2c3cc4c(cc3C(O[C@@H]3O[C@@H]5COC(c6cccs6)O[C@H]5[C@H](O)[C@H]3O)C3COC(=O)[C@@H]32)OCO4)cc(OC)c1O,TOX3638,0,,,,,0,,,0,,,1,656.662,2.7529,3,14,160.83
CCCC[N+]1(C)CCCCC1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,TOX29295,0,0,0,,0,0,0,0,0,0,,0,436.44,3.4763,0,4,82.38
COCC(O)CO,TOX29293,0,0,0,0,0,0,0,0,0,0,,0,106.121,-1.014,2,3,49.69
O=C(Nc1ccc([N+](=O)[O-])cc1)Nc1ccc([N+](=O)[O-])cc1,TOX23761,0,0,0,0,1,0,0,1,0,0,1,0,302.246,3.147,2,5,127.41
CN1C(=O)C[C@@H](C(=O)N[C@@H](Cc2c[nH]cn2)C(=O)N2CCC[C@H]2C(N)=O)NC1=O,TOX23763,0,0,0,0,0,0,0,,0,,0,0,405.415,-2.1464,4,6,170.59
CC(=O)Nc1cc(S(=O)(=O)[O-])cc2cc(S(=O)(=O)[O-])c(N=Nc3ccccc3)c(O)c12,TOX24663,0,0,0,,,0,0,0,0,0,,0,463.449,2.7274,2,10,188.45
C[C@@H]1O[C@@H](O[C@H]2C[C@@H](O)[C@]3(CO)[C@H]4[C@H](O)C[C@]5(C)[C@@H](C6=CC(=O)OC6)CC[C@]5(O)[C@@H]4CC[C@]3(O)C2)[C@H](O)[C@H](O)[C@H]1O,TOX23765,0,1,0,1,,0,,,,0,1,0,584.659,-1.515,8,12,206.6
CC(C)OC(=O)CCCCC(=O)OC(C)C,TOX7641,,0,,0,0,0,0,,0,0,,0,230.304,2.45,0,4,52.6
O=C(O)CC(O)C(=O)O,TOX7640,0,0,0,0,0,0,0,0,0,0,0,0,134.087,-1.0934,3,3,94.83
C=C(C)C(=O)OCCC[Si](Cl)(Cl)Cl,TOX7647,0,0,0,0,0,0,0,0,0,0,,0,261.608,3.1511,0,2,26.3
CCOP(=O)(SC(C)CC)N1CCSC1=O,TOX14930,0,0,0,0,0,0,0,0,0,0,0,0,283.355,3.8315,0,5,46.61
COC(=O)c1ccccc1S(=O)(=O)NC(=O)Nc1nc(C)cc(C)n1,TOX14936,0,0,0,0,0,0,0,0,0,0,0,0,364.383,1.39044,2,7,127.35
Cn1c(=O)c2[nH]c(Br)nc2n(C)c1=O,TOX24768,0,0,0,0,0,0,0,0,0,0,0,0,259.063,-0.2772,1,5,72.68
COc1cccc2c1C(=O)c1c(O)c3c(c(O)c1C2=O)C[C@@](O)(C(=O)CO)C[C@@H]3O[C@H]1C[C@H](N)[C@H](O)[C@H](C)O1,TOX10636,0,1,0,1,0,1,0,1,1,0,1,1,543.525,0.0013,6,12,206.07
CC(C=O)Cc1ccc(C(C)C)cc1,TOX24769,0,0,0,0,0,0,0,0,0,0,0,0,190.286,3.1875,0,1,17.07
O=C(CCl)Nc1ccccc1,TOX21409,0,0,0,,,0,,1,,1,0,0,169.611,1.8639,1,1,29.1
COc1ccc(OC)c(Cl)c1,TOX21403,0,0,0,0,0,0,0,0,0,0,0,0,172.611,2.3572,0,2,18.46
CCCCC(CC)(CO)CO,TOX21400,0,0,0,0,0,0,0,0,0,0,0,0,160.257,1.5576,2,2,40.46
Cc1cc(O)c(Cl)cc1C,TOX21404,0,0,0,0,0,0,0,0,0,0,,0,156.612,2.66244,1,1,20.23
NC(=O)c1ccc([N+](=O)[O-])cc1Cl,TOX21405,0,0,0,0,0,0,0,0,0,0,0,0,200.581,1.3471,1,3,86.23
CC1=CCC2C(C1)C2(C)C,TOX27462,0,0,0,,0,0,0,,0,,,0,136.238,2.9987,0,0,0
O=C1CC2CC1C1CCCC21,TOX27463,1,0,0,0,,0,0,0,0,0,0,0,150.221,2.0116,0,1,17.07
Nc1cccnc1,TOX27461,0,0,0,0,0,0,0,0,0,0,0,0,94.117,0.6638,1,2,38.91
CC(C)OCCO,TOX27466,0,0,0,0,0,0,0,0,0,0,0,0,104.149,0.4037,1,2,29.46
CCc1nccnc1C,TOX27464,1,,0,,0,0,0,0,0,0,0,0,122.171,1.34742,0,2,25.78
CC(C)c1ccc2ncccc2c1,TOX27465,0,0,0,0,0,0,0,,0,0,,0,171.243,3.3582,0,1,12.89
Cc1cccc(C(C)(C)C)c1O,TOX27468,0,0,,,0,0,0,0,0,0,0,0,164.248,2.99812,1,1,20.23
CN(C)CCCN(C)C,TOX27469,0,0,0,0,0,0,0,0,0,0,,0,130.235,0.4997,0,2,6.48
Cc1[nH]cnc1-c1ccc(Cl)cc1,TOX31586,,,,,,,,0,,0,,,192.649,3.03852,1,1,28.68
O=C(OCCN1CCOCC1)c1cccnc1Nc1cccc(C(F)(F)F)c1,TOX31587,,,,,,,,1,,0,,,395.381,3.333,1,6,63.69
O=[N+]([O-])c1cncn1CCN1CCOCC1,TOX31584,,,,,,,,0,,0,,,226.236,0.1235,0,6,73.43
Cn1c(=O)c2c(ncn2CC(=O)O)n(C)c1=O,TOX31585,,,,,,,,0,,0,,,238.203,-1.4817,1,7,99.12
CCOC(=O)C(=O)CCc1ccccc1,TOX31582,,,,,,,,0,,0,,,206.241,1.7514,0,3,43.37
CCOC(=O)C(=O)c1csc(NC=O)n1,TOX31583,,,,,,,,0,,0,,,228.229,0.4572,1,6,85.36
CO/N=C(\C(=O)O)c1csc(NC(=O)CCl)n1,TOX31580,,,,,,,,1,,0,,,277.689,0.7555,2,6,100.88
CCN1CCCC1CNC(=O)C(O)(c1ccccc1)c1ccccc1,TOX31588,,,,,,,,0,,0,,,338.451,2.523,2,3,52.57
CCN(CC)CC(=O)Oc1ccc(NC(C)=O)cc1,TOX31589,,,,,,,,0,,0,,,264.325,1.8922,1,4,58.64
CC(C)CCO,TOX5469,0,0,0,0,0,0,0,0,0,0,0,0,88.15,1.0248,1,1,20.23
C=C(C)C(=O)OCC(C)C,TOX5461,0,0,0,0,0,0,0,0,0,0,0,0,142.198,1.7617,0,2,26.3
C=C(C)C(=O)OCCCCCCCC(C)C,TOX5466,0,0,0,0,0,0,0,0,0,0,,0,226.36,4.1023,0,2,26.3
CC(C)CCCCCCCOP(=O)(Oc1ccccc1)Oc1ccccc1,TOX5465,0,0,,0,0,0,0,,0,0,,0,390.46,7.2657,0,4,44.76
O=C=NC1CCCCC1,TOX5464,0,0,,,1,0,0,0,0,0,,0,125.171,1.6549,0,2,29.43
COS(=O)(=O)[O-].C[N+]1(C)CCC(=C(c2ccccc2)c2ccccc2)CC1,TOX2948,0,0,0,0,0,0,0,0,0,0,0,0,389.517,3.4517,0,4,66.43
CC(=O)c1cccc([N+](=O)[O-])c1,TOX5722,0,0,,0,0,0,0,0,0,0,0,0,165.148,1.7974,0,3,60.21
CC(=O)c1ccccc1[N+](=O)[O-],TOX5723,0,0,,0,0,0,0,0,0,0,0,0,165.148,1.7974,0,3,60.21
CC(=O)c1ccc([N+](=O)[O-])cc1,TOX5724,0,0,0,0,0,0,0,0,0,0,0,0,165.148,1.7974,0,3,60.21
Nc1cccc([N+](=O)[O-])c1,TOX5725,0,0,0,0,0,0,0,0,0,0,0,0,138.126,1.177,1,3,69.16
Nc1ccccc1[N+](=O)[O-],TOX5726,0,0,0,0,0,0,0,0,0,0,,0,138.126,1.177,1,3,69.16
CC(C)(C)NCC(O)CSc1nc(-c2ccc(C(N)=O)s2)cs1,TOX26849,0,0,,,0,0,0,,0,,1,0,371.553,2.8116,3,7,88.24
Cc1cc(O)c2c(c1)O[C@@]1(C)CC[C@H]3C(C)(C)CCCC34CO[C@@H]2[C@H]41,TOX26843,0,0,0,,,0,,,0,,,,342.479,5.14572,1,3,38.69
COc1nc(N)nc2c1ncn2[C@@H]1O[C@H](CO)[C@@H](O)[C@@H]1O,TOX26842,0,0,,,0,0,0,0,0,0,,0,297.271,-1.9714,4,10,148.77
COc1ccc2c(=O)c(C)c(-c3ccccc3)oc2c1CN(C)C,TOX26841,0,0,1,1,0,0,0,,0,,0,0,323.392,3.83862,0,4,42.68
CC(=O)CCl,TOX1547,0,0,0,0,0,0,0,0,0,0,0,0,92.525,0.8142,0,1,17.07
